,time,uncompleted patients,all patients waiting,all patients treated,patients at admin,patients between treatment cycles,patients at consultation,patients at treatment,patients at pharmacy,patients in between treatments,patients at cashier,patients total ADR,patients curr ADR,priority 1 patients waiting,priority 2 patients waiting,priority 3 patients waiting,resources occupied,nurses occupied,docs occupied,chairs occupied,pharmacists occupied,cashiers occupied,nurse utilization,doc utilization,chair utilization,cashier utilization,pharmacist utilization,datetime,cost per unit time
258,7755,41,2,0,1,21,0,1,0,0,0,0,0,1,0,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 09:00:00,0.3329275362318841
259,7785,41,2,0,0,21,0,2,0,0,0,0,0,1,0,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 09:30:00,0.49067149758454104
260,7815,41,4,0,0,21,0,2,0,0,0,0,0,2,0,2,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 10:00:00,0.49067149758454104
261,7845,41,5,0,1,19,0,1,1,0,0,0,0,2,1,2,5,2,0,2,1,0,1.0,0.0,1.0,0.0,1.0,2020-01-06 10:30:00,0.21582323232323233
262,7875,41,5,0,0,20,0,2,0,0,0,0,0,1,2,2,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 11:00:00,0.5977575757575757
263,7905,41,5,0,1,20,0,1,0,0,0,0,0,2,1,2,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 11:30:00,0.34806060606060607
264,7935,41,7,0,0,20,0,2,0,0,1,0,0,0,4,3,5,2,0,2,0,1,1.0,0.0,1.0,1.0,0.0,2020-01-06 12:00:00,0.5150193236714976
265,7965,41,9,0,0,19,0,2,0,0,0,0,0,1,5,3,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 12:30:00,0.5310211640211641
266,7995,41,11,0,0,21,1,2,0,0,0,0,0,1,7,3,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 13:00:00,0.6419567369093231
267,8025,41,10,0,1,21,1,1,1,0,0,0,0,0,6,4,6,2,1,2,1,0,1.0,1.0,1.0,0.0,1.0,2020-01-06 13:30:00,1.633495652173913
268,8055,41,17,0,0,19,0,2,0,0,1,0,0,2,9,6,5,2,0,2,0,1,1.0,0.0,1.0,1.0,0.0,2020-01-06 14:00:00,0.7661262626262626
269,8085,40,16,1,0,19,1,2,0,0,0,0,0,0,9,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 14:30:00,0.465520202020202
270,8115,40,20,1,1,17,1,1,0,0,0,0,0,1,12,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 15:00:00,0.23740555555555556
271,8145,40,20,1,1,17,1,1,0,0,0,0,0,1,12,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 15:30:00,0.33066666666666666
272,8175,40,21,1,1,16,1,1,0,0,0,0,0,3,11,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 16:00:00,0.6666666666666666
273,8205,40,21,1,1,16,1,1,0,0,0,0,0,1,13,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 16:30:00,0.715301296720061
274,8235,40,20,1,0,15,1,2,0,0,0,0,0,1,12,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 17:00:00,0.538148148148148
275,8265,40,19,1,0,15,1,2,0,0,0,0,0,1,11,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 17:30:00,0.538148148148148
276,8295,40,18,1,0,15,1,2,0,0,0,0,0,1,10,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 18:00:00,0.8744444444444444
277,8325,40,17,1,1,15,1,1,0,0,0,0,0,1,9,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-06 18:30:00,0.23296296296296296
278,8355,40,16,1,0,15,0,2,0,0,0,0,0,1,8,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 19:00:00,0.5698039215686274
279,8385,40,10,1,0,15,0,2,0,0,0,0,0,0,4,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 19:30:00,0.9585163398692811
280,8415,40,6,1,1,15,0,1,0,0,0,0,0,0,2,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 20:00:00,0.27930065359477124
281,8445,40,1,1,1,15,0,1,0,0,0,0,0,0,0,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-06 20:30:00,0.27930065359477124
282,8475,40,0,1,0,15,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-06 21:00:00,0.44358333333333333
283,8505,40,0,1,0,15,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-06 21:30:00,0.44358333333333333
284,8535,40,0,1,0,15,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-06 22:00:00,0.44358333333333333
285,8565,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-06 22:30:00,0.0
286,8595,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-06 23:00:00,0.0
287,8625,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-06 23:30:00,0.0
288,8655,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 00:00:00,0.0
289,8685,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 00:30:00,0.0
290,8715,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 01:00:00,0.0
291,8745,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 01:30:00,0.0
292,8775,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 02:00:00,0.0
293,8805,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 02:30:00,0.0
294,8835,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 03:00:00,0.0
295,8865,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 03:30:00,0.0
296,8895,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 04:00:00,0.0
297,8925,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 04:30:00,0.0
298,8955,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 05:00:00,0.0
299,8985,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 05:30:00,0.0
300,9015,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 06:00:00,0.0
301,9045,40,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 06:30:00,0.0
302,9075,40,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 07:00:00,0.0
303,9105,40,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 07:30:00,0.0
304,9135,40,0,1,1,16,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-07 08:00:00,0.42540740740740746
305,9165,40,0,1,0,16,0,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-07 08:30:00,0.7305925925925926
306,9195,40,5,1,1,15,1,1,0,0,1,0,0,0,5,0,6,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,2020-01-07 09:00:00,0.9270907704042716
307,9225,40,3,1,0,19,0,2,0,0,0,0,0,0,3,0,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-07 09:30:00,0.4876878306878306
308,9255,40,3,1,0,20,1,2,0,0,0,0,0,0,3,0,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 10:00:00,0.3641835748792271
309,9285,40,3,1,0,20,1,2,0,0,0,0,0,0,3,0,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 10:30:00,0.3641835748792271
310,9315,40,5,1,1,19,1,1,0,0,0,0,0,0,5,0,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 11:00:00,0.21582323232323233
311,9345,40,4,1,1,19,1,1,1,0,0,0,0,0,4,0,6,2,1,2,1,0,1.0,1.0,1.0,0.0,1.0,2020-01-07 11:30:00,0.28753623188405797
312,9375,40,6,1,0,21,1,2,0,0,1,0,0,1,3,2,6,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,2020-01-07 12:00:00,0.7111534299516908
313,9405,40,8,1,0,20,1,2,0,0,0,0,0,3,4,1,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 12:30:00,0.39136714975845416
314,9435,40,14,1,0,19,1,2,0,0,0,0,0,3,7,4,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 13:00:00,0.40915656565656566
315,9465,40,14,1,1,19,0,1,1,0,0,0,0,2,8,4,5,2,0,2,1,0,1.0,0.0,1.0,0.0,1.0,2020-01-07 13:30:00,0.1906060606060606
316,9495,40,16,1,0,20,1,2,0,0,0,0,0,2,8,6,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 14:00:00,0.42115942028985504
317,9525,40,17,1,0,19,1,2,0,0,0,0,0,3,8,6,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 14:30:00,0.44030303030303025
318,9555,40,17,1,2,20,1,0,0,0,0,0,0,4,7,6,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 15:00:00,0.04869565217391305
319,9585,40,17,1,0,20,1,2,0,0,0,0,0,4,7,6,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 15:30:00,0.5263768115942028
320,9615,40,16,1,0,20,1,2,0,0,1,0,0,3,7,6,6,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,2020-01-07 16:00:00,1.3032801932367148
321,9645,40,16,1,0,21,1,2,0,0,0,0,0,3,7,6,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 16:30:00,1.1917246376811594
322,9675,40,12,1,1,22,1,1,0,0,0,0,0,0,6,6,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 17:00:00,0.30629333333333336
323,9705,40,8,1,0,22,1,2,0,0,0,0,0,0,3,5,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 17:30:00,0.44605777777777783
324,9735,40,5,1,0,22,1,2,0,0,0,0,0,0,1,4,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 18:00:00,0.33504888888888895
325,9765,40,5,1,0,22,1,2,0,0,0,0,0,0,1,4,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-07 18:30:00,0.33504888888888895
326,9795,40,3,1,0,22,0,2,0,0,0,0,0,0,0,3,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-07 19:00:00,0.4702268518518518
327,9825,40,1,1,0,22,0,2,0,0,0,0,0,0,0,1,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-07 19:30:00,0.585861111111111
328,9855,40,0,1,0,22,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-07 20:00:00,0.3085797101449275
329,9885,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 20:30:00,0.0
330,9915,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 21:00:00,0.0
331,9945,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 21:30:00,0.0
332,9975,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 22:00:00,0.0
333,10005,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 22:30:00,0.0
334,10035,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 23:00:00,0.0
335,10065,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-07 23:30:00,0.0
336,10095,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 00:00:00,0.0
337,10125,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 00:30:00,0.0
338,10155,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 01:00:00,0.0
339,10185,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 01:30:00,0.0
340,10215,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 02:00:00,0.0
341,10245,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 02:30:00,0.0
342,10275,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 03:00:00,0.0
343,10305,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 03:30:00,0.0
344,10335,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 04:00:00,0.0
345,10365,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 04:30:00,0.0
346,10395,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 05:00:00,0.0
347,10425,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 05:30:00,0.0
348,10455,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 06:00:00,0.0
349,10485,40,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 06:30:00,0.0
350,10515,40,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 07:00:00,0.0
351,10545,40,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 07:30:00,0.0
352,10575,40,0,1,1,22,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-08 08:00:00,0.19783796296296297
353,10605,40,0,1,0,22,0,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-08 08:30:00,0.42672685185185183
354,10635,40,1,1,1,21,0,1,0,0,0,0,0,0,0,1,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-08 09:00:00,0.20643961352657006
355,10665,38,1,3,1,18,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2020-01-08 09:30:00,9.17079365079365
356,10695,38,3,3,1,17,1,1,0,0,0,0,0,0,3,0,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 10:00:00,0.23740555555555556
357,10725,38,3,3,0,17,1,2,0,0,0,0,0,0,3,0,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 10:30:00,0.5120722222222222
358,10755,38,4,3,1,18,1,1,0,0,0,0,0,1,2,1,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 11:00:00,0.2261005291005291
359,10785,38,3,3,0,19,1,2,0,0,0,0,0,1,1,1,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 11:30:00,0.8254545454545453
360,10815,38,9,3,1,16,1,1,0,0,0,0,0,1,4,4,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 12:00:00,0.7445001271294177
361,10845,37,7,4,1,17,1,1,0,0,0,0,0,1,2,4,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 12:30:00,0.7072751207729469
362,10875,37,9,4,0,17,1,2,0,0,0,0,0,1,3,5,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 13:00:00,0.39107222222222227
363,10905,37,8,4,0,17,1,2,0,0,0,0,0,0,3,5,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 13:30:00,0.510984126984127
364,10935,37,11,4,0,18,1,2,0,0,0,0,0,2,4,5,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 14:00:00,0.510984126984127
365,10965,37,11,4,0,18,1,2,0,0,0,0,0,2,4,5,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 14:30:00,0.510984126984127
366,10995,37,13,4,1,19,1,1,1,0,0,0,0,2,6,5,6,2,1,2,1,0,1.0,1.0,1.0,0.0,1.0,2020-01-08 15:00:00,0.2336231884057971
367,11025,37,15,4,0,19,0,2,0,0,0,0,0,2,8,5,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-08 15:30:00,1.2325396825396826
368,11055,37,15,4,0,20,0,2,0,0,0,0,0,1,8,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-08 16:00:00,0.465520202020202
369,11085,37,14,4,0,20,1,2,0,0,0,0,0,0,8,6,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-08 16:30:00,0.590674018063432
370,11115,37,15,4,0,19,0,2,0,0,0,0,0,1,8,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-08 17:00:00,0.5374021164021163
371,11145,37,13,4,0,19,0,2,0,0,0,0,0,0,7,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-08 17:30:00,0.5374021164021163
372,11175,37,13,4,0,19,0,2,0,0,0,0,0,0,7,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-08 18:00:00,0.5374021164021163
373,11205,37,12,4,0,19,0,2,0,0,0,0,0,0,6,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-08 18:30:00,0.4876878306878306
374,11235,37,9,4,1,19,0,1,0,0,0,0,0,0,4,5,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-08 19:00:00,0.2261005291005291
375,11265,37,4,4,0,19,0,2,0,0,0,0,0,0,0,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-08 19:30:00,0.3724497354497355
376,11295,37,4,4,0,19,0,2,0,0,0,0,0,0,0,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-08 20:00:00,0.3724497354497355
377,11325,37,0,4,0,19,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-08 20:30:00,0.18166666666666667
378,11355,37,0,4,0,19,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-08 21:00:00,0.18166666666666667
379,11385,37,0,4,0,19,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-08 21:30:00,0.18166666666666667
380,11415,37,0,4,0,19,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-08 22:00:00,0.18166666666666667
381,11445,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 22:30:00,0.0
382,11475,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 23:00:00,0.0
383,11505,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-08 23:30:00,0.0
384,11535,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 00:00:00,0.0
385,11565,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 00:30:00,0.0
386,11595,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 01:00:00,0.0
387,11625,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 01:30:00,0.0
388,11655,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 02:00:00,0.0
389,11685,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 02:30:00,0.0
390,11715,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 03:00:00,0.0
391,11745,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 03:30:00,0.0
392,11775,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 04:00:00,0.0
393,11805,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 04:30:00,0.0
394,11835,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 05:00:00,0.0
395,11865,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 05:30:00,0.0
396,11895,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 06:00:00,0.0
397,11925,37,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 06:30:00,0.0
398,11955,37,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 07:00:00,0.0
399,11985,37,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 07:30:00,0.0
400,12015,37,0,4,0,16,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-09 08:00:00,0.24635947712418305
401,12045,37,0,4,0,16,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-09 08:30:00,0.24635947712418305
402,12075,37,1,4,0,17,0,2,0,0,0,0,0,0,0,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 09:00:00,0.41165497076023394
403,12105,37,1,4,1,16,0,1,1,0,0,0,0,0,0,1,5,2,0,2,1,0,1.0,0.0,1.0,0.0,1.0,2020-01-09 09:30:00,0.22070175438596493
404,12135,37,2,4,0,18,0,2,0,0,0,0,0,0,1,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 10:00:00,0.39107222222222227
405,12165,37,2,4,0,18,0,2,0,0,0,0,0,0,1,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 10:30:00,0.39107222222222227
406,12195,37,5,4,0,17,0,2,0,0,1,0,0,1,3,1,5,2,0,2,0,1,1.0,0.0,1.0,1.0,0.0,2020-01-09 11:00:00,0.4190722222222223
407,12225,37,6,4,1,17,0,1,0,0,0,0,0,1,4,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 11:30:00,0.22070175438596493
408,12255,37,6,4,0,19,0,2,0,0,0,0,0,0,5,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 12:00:00,0.8647619047619046
409,12285,36,4,5,1,18,1,1,0,0,0,0,0,1,2,1,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-09 12:30:00,8.203636363636363
410,12315,36,6,5,0,18,1,2,0,0,0,0,0,1,4,1,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-09 13:00:00,0.4876878306878306
411,12345,36,7,5,0,17,1,2,0,0,0,0,0,0,5,2,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-09 13:30:00,0.41881111111111113
412,12375,36,12,5,0,16,1,2,0,0,0,0,0,1,7,4,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-09 14:00:00,0.44085380116959066
413,12405,36,11,5,1,17,1,1,0,0,0,0,0,1,6,4,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-09 14:30:00,0.29640555555555553
414,12435,36,16,5,1,15,0,1,0,0,0,0,0,2,8,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 15:00:00,0.42540740740740746
415,12465,36,17,5,0,15,0,2,0,0,0,0,0,3,8,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 15:30:00,0.7735686274509803
