,time,uncompleted patients,all patients waiting,all patients treated,patients at admin,patients between treatment cycles,patients at consultation,patients at treatment,patients at pharmacy,patients in between treatments,patients at cashier,patients total ADR,patients curr ADR,priority 1 patients waiting,priority 2 patients waiting,priority 3 patients waiting,resources occupied,nurses occupied,docs occupied,chairs occupied,pharmacists occupied,cashiers occupied,nurse utilization,doc utilization,chair utilization,cashier utilization,pharmacist utilization,datetime,cost per unit time
416,12495,36,18,5,0,15,1,2,0,0,0,0,0,2,9,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-09 16:00:00,1.252669887278583
417,12525,35,17,6,0,15,1,2,0,0,0,0,0,2,8,7,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-09 16:30:00,1.0910464304884593
418,12555,35,17,6,0,15,0,2,0,0,0,0,0,2,8,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 17:00:00,0.4927189542483661
419,12585,35,17,6,0,15,0,2,0,0,0,0,0,2,8,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 17:30:00,0.4927189542483661
420,12615,35,15,6,1,15,0,1,0,0,0,0,0,0,8,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 18:00:00,0.27930065359477124
421,12645,34,9,7,1,15,0,1,0,0,0,0,0,0,2,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 18:30:00,0.45043137254901966
422,12675,34,6,7,0,15,0,2,0,0,0,0,0,0,0,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 19:00:00,0.6638496732026143
423,12705,34,6,7,0,15,0,2,0,0,0,0,0,0,0,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 19:30:00,0.6638496732026143
424,12735,34,5,7,1,15,0,1,0,0,0,0,0,0,0,5,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-09 20:00:00,0.27930065359477124
425,12765,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 20:30:00,0.0
426,12795,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 21:00:00,0.0
427,12825,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 21:30:00,0.0
428,12855,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 22:00:00,0.0
429,12885,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 22:30:00,0.0
430,12915,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 23:00:00,0.0
431,12945,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-09 23:30:00,0.0
432,12975,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 00:00:00,0.0
433,13005,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 00:30:00,0.0
434,13035,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 01:00:00,0.0
435,13065,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 01:30:00,0.0
436,13095,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 02:00:00,0.0
437,13125,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 02:30:00,0.0
438,13155,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 03:00:00,0.0
439,13185,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 03:30:00,0.0
440,13215,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 04:00:00,0.0
441,13245,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 04:30:00,0.0
442,13275,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 05:00:00,0.0
443,13305,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 05:30:00,0.0
444,13335,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 06:00:00,0.0
445,13365,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 06:30:00,0.0
446,13395,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 07:00:00,0.0
447,13425,34,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 07:30:00,0.0
448,13455,34,0,7,0,16,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2020-01-10 08:00:00,1.0088888888888887
449,13485,34,0,7,0,16,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0.0,1.0,0.0,1.0,0.0,2020-01-10 08:30:00,0.031111111111111114
450,13515,33,0,8,0,17,1,2,0,0,0,0,0,0,0,0,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-10 09:00:00,0.41881111111111113
451,13545,33,0,8,0,17,1,2,0,0,0,0,0,0,0,0,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-10 09:30:00,0.41881111111111113
452,13575,33,3,8,0,16,1,2,0,0,0,0,0,2,1,0,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-10 10:00:00,0.44085380116959066
453,13605,33,2,8,1,16,1,1,1,0,0,0,0,0,2,0,5,2,1,1,1,0,1.0,1.0,0.5,0.0,1.0,2020-01-10 10:30:00,0.2964055555555556
454,13635,33,4,8,0,17,0,2,0,0,0,0,0,0,4,0,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 11:00:00,0.5390233918128654
455,13665,33,5,8,1,16,0,1,0,0,0,0,0,0,4,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 11:30:00,0.26378395061728394
456,13695,32,4,9,1,16,0,1,1,0,0,0,0,0,2,2,5,2,0,2,1,0,1.0,0.0,1.0,0.0,1.0,2020-01-10 12:00:00,0.24990058479532165
457,13725,32,4,9,0,17,0,2,0,0,0,0,0,0,2,2,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 12:30:00,0.5390233918128654
458,13755,32,7,9,1,16,1,1,0,0,0,0,0,2,2,3,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-10 13:00:00,0.7445001271294177
459,13785,32,5,9,0,19,0,2,0,0,0,0,0,0,2,3,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 13:30:00,0.3724497354497355
460,13815,32,8,9,0,18,0,2,0,0,0,0,0,0,3,5,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 14:00:00,0.39107222222222227
461,13845,32,9,9,0,17,0,2,0,0,0,0,0,0,4,5,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 14:30:00,0.41165497076023394
462,13875,32,13,9,1,17,0,1,0,0,0,0,0,0,6,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 15:00:00,0.22070175438596493
463,13905,32,12,9,1,18,0,1,0,0,0,0,0,0,5,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 15:30:00,0.20966666666666667
464,13935,31,12,10,0,17,0,2,0,0,0,0,0,1,4,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 16:00:00,0.5098245614035087
465,13965,31,12,10,0,17,0,2,0,0,0,0,0,1,4,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 16:30:00,0.5390233918128654
466,13995,31,11,10,1,17,0,1,0,0,0,0,0,0,4,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 17:00:00,0.24990058479532165
467,14025,31,9,10,0,17,0,2,0,0,0,0,0,0,2,7,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 17:30:00,0.5390233918128654
468,14055,31,6,10,1,17,0,1,0,0,0,0,0,0,0,6,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-10 18:00:00,0.40301754385964916
469,14085,31,0,10,0,17,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-10 18:30:00,0.3942962962962963
470,14115,31,0,10,0,17,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-10 19:00:00,0.3942962962962963
471,14145,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 19:30:00,0.0
472,14175,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 20:00:00,0.0
473,14205,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 20:30:00,0.0
474,14235,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 21:00:00,0.0
475,14265,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 21:30:00,0.0
476,14295,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 22:00:00,0.0
477,14325,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 22:30:00,0.0
478,14355,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 23:00:00,0.0
479,14385,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-10 23:30:00,0.0
480,14415,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 00:00:00,0.0
481,14445,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 00:30:00,0.0
482,14475,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 01:00:00,0.0
483,14505,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 01:30:00,0.0
484,14535,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 02:00:00,0.0
485,14565,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 02:30:00,0.0
486,14595,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 03:00:00,0.0
487,14625,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 03:30:00,0.0
488,14655,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 04:00:00,0.0
489,14685,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 04:30:00,0.0
490,14715,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 05:00:00,0.0
491,14745,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 05:30:00,0.0
492,14775,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 06:00:00,0.0
493,14805,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 06:30:00,0.0
494,14835,31,0,10,0,17,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2020-01-11 07:00:00,0.6371929824561403
495,14865,31,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 07:30:00,0.0
496,14895,31,0,10,1,16,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-11 08:00:00,0.26378395061728394
497,14925,31,0,10,0,16,0,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-11 08:30:00,0.5689691358024691
498,14955,31,2,10,1,15,0,1,0,0,0,0,0,0,0,2,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-11 09:00:00,0.27930065359477124
499,14985,31,1,10,0,16,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2020-01-11 09:30:00,1.0088888888888887
500,15015,31,2,10,1,15,1,1,0,0,0,0,0,1,0,1,4,2,1,1,0,0,1.0,1.0,0.5,0.0,0.0,2020-01-11 10:00:00,0.42540740740740746
501,15045,30,0,11,0,17,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0.5,1.0,0.5,0.0,0.0,2020-01-11 10:30:00,0.3735438596491228
502,15075,30,1,11,0,17,1,2,0,0,0,0,0,0,1,0,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-11 11:00:00,0.5642722222222222
503,15105,30,0,11,0,18,1,2,0,0,0,0,0,0,0,0,4,2,1,1,0,0,1.0,1.0,0.5,0.0,0.0,2020-01-11 11:30:00,0.4876878306878306
504,15135,30,5,11,0,16,1,2,0,0,0,0,0,1,2,2,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-11 12:00:00,0.7150264429188914
505,15165,30,5,11,1,15,1,1,1,0,0,0,0,1,2,2,6,2,1,2,1,0,1.0,1.0,1.0,0.0,1.0,2020-01-11 12:30:00,0.31200584795321634
506,15195,29,7,12,0,16,0,2,0,0,0,0,0,0,3,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-11 13:00:00,0.5689691358024691
507,15225,29,9,12,1,14,0,1,0,0,0,0,0,1,4,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-11 13:30:00,0.29675694444444445
508,15255,29,7,12,0,17,0,2,0,0,0,0,0,1,2,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-11 14:00:00,0.6371929824561403
509,15285,29,6,12,0,17,1,2,0,0,0,0,0,0,2,4,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-11 14:30:00,1.28460845410628
510,15315,29,10,12,1,15,1,1,0,0,1,0,0,1,3,6,6,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,2020-01-11 15:00:00,0.279374269005848
511,15345,29,12,12,0,14,1,2,0,0,0,0,0,2,4,6,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-11 15:30:00,0.602437908496732
512,15375,29,11,12,1,14,1,1,1,0,0,0,0,2,3,6,6,2,1,2,1,0,1.0,1.0,1.0,0.0,1.0,2020-01-11 16:00:00,0.3674074074074074
513,15405,29,9,12,0,17,1,2,0,0,0,0,0,2,2,5,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-11 16:30:00,0.41881111111111113
514,15435,29,8,12,0,17,1,2,0,0,0,0,0,1,2,5,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-11 17:00:00,0.8886806763285025
515,15465,29,7,12,0,17,0,2,0,0,0,0,0,0,2,5,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-11 17:30:00,0.44085380116959066
516,15495,29,4,12,2,17,0,0,0,0,0,0,0,0,0,4,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-11 18:00:00,0.05894736842105264
517,15525,29,1,12,0,17,0,2,0,0,0,0,0,0,0,1,3,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,2020-01-11 18:30:00,1.2743859649122806
518,15555,29,0,12,0,17,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-11 19:00:00,0.23267283950617287
519,15585,29,0,12,0,17,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-11 19:30:00,0.23267283950617287
520,15615,29,0,12,0,17,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,2020-01-11 20:00:00,0.23267283950617287
521,15645,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 20:30:00,0.0
522,15675,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 21:00:00,0.0
523,15705,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 21:30:00,0.0
524,15735,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 22:00:00,0.0
525,15765,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 22:30:00,0.0
526,15795,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 23:00:00,0.0
527,15825,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-11 23:30:00,0.0
528,15855,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 00:00:00,0.0
529,15885,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 00:30:00,0.0
530,15915,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 01:00:00,0.0
531,15945,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 01:30:00,0.0
532,15975,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 02:00:00,0.0
533,16005,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 02:30:00,0.0
534,16035,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 03:00:00,0.0
535,16065,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 03:30:00,0.0
536,16095,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 04:00:00,0.0
537,16125,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 04:30:00,0.0
538,16155,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 05:00:00,0.0
539,16185,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 05:30:00,0.0
540,16215,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 06:00:00,0.0
541,16245,29,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 06:30:00,0.0
542,16275,29,0,12,0,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,2020-01-12 07:00:00,0.0
543,16305,29,0,12,0,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,2020-01-12 07:30:00,0.0
544,16335,28,0,13,0,18,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,2020-01-12 08:00:00,0.0
545,16365,28,0,13,0,18,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,2020-01-12 08:30:00,0.0
546,16395,28,0,13,1,17,1,1,0,0,0,0,0,0,0,0,4,2,1,1,0,0,1.0,1.0,0.5,0.0,0.0,2020-01-12 09:00:00,0.26866666666666666
547,16425,28,2,13,0,16,0,2,0,0,0,0,0,0,1,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 09:30:00,0.43452469135802474
548,16455,28,2,13,0,16,0,2,0,0,0,0,0,0,1,1,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 10:00:00,0.43452469135802474
549,16485,28,4,13,0,14,0,2,0,0,0,0,0,1,1,2,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 10:30:00,0.48884027777777783
550,16515,28,5,13,1,15,1,1,0,0,0,0,0,1,2,2,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-12 11:00:00,0.23296296296296296
551,16545,28,6,13,0,14,1,2,0,0,0,0,0,1,2,3,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-12 11:30:00,0.4600849673202615
552,16575,28,5,13,0,16,1,2,0,0,0,0,0,0,2,3,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-12 12:00:00,0.44085380116959066
553,16605,28,5,13,0,16,1,2,0,0,0,0,0,0,2,3,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-12 12:30:00,0.44085380116959066
554,16635,28,7,13,1,16,1,1,0,0,0,0,0,0,4,3,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-12 13:00:00,0.31200584795321634
555,16665,27,4,14,1,17,0,1,1,0,0,0,0,0,0,4,4,2,0,1,1,0,1.0,0.0,0.5,0.0,1.0,2020-01-12 13:30:00,10.064761904761903
556,16695,27,9,14,0,15,1,2,0,0,0,0,0,2,3,4,5,2,1,2,0,0,1.0,1.0,1.0,0.0,0.0,2020-01-12 14:00:00,0.5309012345679013
557,16725,27,10,14,0,15,0,2,0,0,0,0,0,3,3,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 14:30:00,0.4927189542483661
558,16755,27,10,14,0,15,0,2,0,0,0,0,0,3,3,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 15:00:00,0.4927189542483661
559,16785,27,8,14,0,17,0,2,0,0,0,0,0,1,3,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 15:30:00,0.5390233918128654
560,16815,27,7,14,1,17,0,1,0,0,1,0,0,1,2,4,5,2,0,2,0,1,1.0,0.0,1.0,1.0,0.0,2020-01-12 16:00:00,0.26540555555555556
561,16845,27,10,14,1,15,0,1,0,0,0,0,0,1,5,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 16:30:00,0.27930065359477124
562,16875,27,8,14,0,15,0,2,0,0,0,0,0,0,4,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 17:00:00,0.4927189542483661
563,16905,27,8,14,0,15,0,2,0,0,0,0,0,0,4,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 17:30:00,0.4927189542483661
564,16935,27,8,14,0,15,0,2,0,0,0,0,0,0,4,4,4,2,0,2,0,0,1.0,0.0,1.0,0.0,0.0,2020-01-12 18:00:00,0.4927189542483661
565,16965,27,2,14,2,15,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2020-01-12 18:30:00,0.06588235294117648
566,16995,27,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 19:00:00,0.0
567,17025,27,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 19:30:00,0.0
568,17055,27,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 20:00:00,0.0
569,17085,27,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 20:30:00,0.0
570,17115,27,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 21:00:00,0.0
571,17145,27,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 21:30:00,0.0
572,17175,27,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 22:00:00,0.0
573,17205,27,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 22:30:00,0.0
574,17235,27,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2020-01-12 23:00:00,0.0
